x,y,c
39.30651,-76.57302,6
39.34649,-76.60543,3
39.34460,-76.56461,0
39.23619,-76.60783,5
39.33540,-76.57065,0
39.34034,-76.56247,0
39.26153,-76.53183,6
39.34008,-76.57464,0
39.32644,-76.53103,0
39.28802,-76.61369,2
39.23190,-76.59609,5
39.28761,-76.53982,6
39.28013,-76.66733,8
39.28066,-76.65108,1
39.31640,-76.67200,8
39.29920,-76.66589,8
39.35369,-76.69605,4
39.33219,-76.66846,4
39.31551,-76.61149,2
39.31987,-76.61555,2
39.30654,-76.61460,2
39.28020,-76.62992,1
39.29873,-76.58431,6
39.29190,-76.57334,6
39.27477,-76.61158,2
39.29762,-76.57516,6
39.30295,-76.64181,7
39.29633,-76.66303,8
39.27710,-76.56538,6
39.32245,-76.53602,0
39.28954,-76.61533,2
39.27815,-76.61259,2
39.34366,-76.54014,0
39.29173,-76.61713,2
39.33877,-76.69171,4
39.31737,-76.64800,7
39.28947,-76.64797,1
39.27308,-76.53008,6
39.29253,-76.61012,2
39.30344,-76.63458,7
39.29012,-76.62958,1
39.33872,-76.68596,4
39.30751,-76.64460,7
39.37076,-76.69732,4
39.28825,-76.61088,2
39.22930,-76.59800,5
39.27998,-76.60991,2
39.23304,-76.60334,5
39.32363,-76.54308,0
39.28659,-76.61204,2
39.27357,-76.60455,2
39.29347,-76.58756,6
39.29597,-76.57253,6
39.29479,-76.57880,6
39.35266,-76.60976,3
39.32710,-76.61604,3
39.29863,-76.68216,8
39.34375,-76.67955,4
39.29662,-76.66508,8
39.29056,-76.60260,2
39.28704,-76.59935,2
39.29689,-76.63331,7
39.36451,-76.61761,3
39.30782,-76.63115,7
39.29805,-76.63395,7
39.27609,-76.60636,2
39.29913,-76.64757,7
39.22888,-76.59217,5
39.29519,-76.61434,2
39.32259,-76.68025,4
39.26091,-76.64520,1
39.30577,-76.53683,6
39.26882,-76.54317,6
39.31726,-76.57187,6
39.27784,-76.69986,8
39.23859,-76.60983,5
39.34509,-76.60948,3
39.25184,-76.64414,1
39.27784,-76.69986,8
39.29180,-76.62105,2
39.27513,-76.60532,2
39.28209,-76.64678,1
39.27609,-76.60636,2
39.32243,-76.55520,0
39.30846,-76.65636,7
39.27719,-76.56734,6
39.32165,-76.67899,4
39.31285,-76.68045,8
39.28438,-76.57276,6
39.23106,-76.60151,5
39.27296,-76.60202,2
39.27513,-76.60532,2
39.29292,-76.61829,2
39.27971,-76.63420,1
39.28780,-76.53846,6
39.32067,-76.56520,0
39.32158,-76.61049,3
39.30142,-76.64172,7
39.32447,-76.56014,0
39.28342,-76.65583,1
39.30482,-76.62113,2
39.31022,-76.64275,7
39.29361,-76.59586,2
39.33186,-76.64468,7
39.31766,-76.57819,6
39.31923,-76.55172,0
39.27710,-76.60701,2
39.28498,-76.65597,1
39.27710,-76.60701,2
39.31255,-76.58480,6
39.28794,-76.55666,6
39.31086,-76.67834,8
39.28122,-76.54819,6
39.30801,-76.64896,7
39.28956,-76.61495,2
39.29011,-76.61236,2
39.31453,-76.68648,8
39.30334,-76.59243,2
39.33221,-76.60687,3
39.32491,-76.68767,4
39.29119,-76.61400,2
39.28789,-76.60382,2
39.32042,-76.60170,3
39.31906,-76.65517,7
39.23013,-76.60379,5
39.23013,-76.60379,5
39.31850,-76.65345,7
39.29433,-76.56839,6
39.27515,-76.61538,2
39.29474,-76.56655,6
39.25266,-76.61681,5
39.30015,-76.66889,8
39.30364,-76.61172,2
39.29159,-76.53029,6
39.29601,-76.58357,6
39.34239,-76.56983,0
39.27355,-76.67137,8
39.29283,-76.62761,1
39.29428,-76.57254,6
39.31434,-76.61817,2
39.31616,-76.62209,7
39.30124,-76.61067,2
39.31395,-76.65030,7
39.29517,-76.57595,6
39.29711,-76.56277,6
39.28277,-76.63541,1
39.29069,-76.64403,1
39.29370,-76.59765,2
39.29069,-76.64403,1
39.29397,-76.65860,1
39.29251,-76.61576,2
39.28229,-76.63515,1
39.33822,-76.64111,7
39.29790,-76.68401,8
39.29790,-76.68401,8
39.31951,-76.61422,2
39.31569,-76.56361,6
39.30431,-76.59802,2
39.28121,-76.64940,1
39.30542,-76.54705,6
39.29634,-76.56761,6
39.31792,-76.61704,2
39.28106,-76.59479,2
39.28106,-76.59479,2
39.35465,-76.68615,4
39.27642,-76.61437,2
39.31338,-76.61674,2
39.31338,-76.61674,2
39.26587,-76.67426,8
39.28031,-76.63157,1
39.31845,-76.61843,7
39.28873,-76.56535,6
39.28121,-76.59440,2
39.23793,-76.60988,5
39.35567,-76.68613,4
39.28381,-76.58553,6
39.34287,-76.68361,4
39.32837,-76.60109,3
39.27355,-76.67137,8
39.27745,-76.61245,2
39.34988,-76.69344,4
39.29468,-76.59419,2
39.29911,-76.57645,6
39.28142,-76.53514,6
39.23891,-76.60268,5
39.31792,-76.61704,2
39.30861,-76.58152,6
39.27911,-76.63140,1
39.33987,-76.66478,4
39.32402,-76.65783,7
39.27724,-76.66102,1
39.28603,-76.63366,1
39.31986,-76.61716,7
39.28958,-76.61382,2
39.27408,-76.62769,1
39.30148,-76.60477,2
39.31335,-76.61449,2
39.32531,-76.59281,3
39.32001,-76.61033,2
39.35324,-76.58030,3
39.24527,-76.62649,5
39.29425,-76.67120,8
39.32056,-76.61860,7
39.29002,-76.53727,6
39.36014,-76.69679,4
39.29288,-76.67403,8
39.29245,-76.63689,1
39.35646,-76.60075,3
39.23927,-76.60535,5
39.29295,-76.62187,2
39.29295,-76.62187,2
39.29295,-76.62187,2
39.29759,-76.57659,6
39.34239,-76.56983,0
39.29358,-76.58122,6
39.28760,-76.61815,2
39.33627,-76.70607,4
39.28668,-76.60980,2
39.28327,-76.62659,1
39.28802,-76.61369,2
39.28802,-76.61369,2
39.28691,-76.54291,6
39.29521,-76.61366,2
39.28668,-76.60980,2
39.28956,-76.61495,2
39.30847,-76.57488,6
39.31191,-76.64744,7
39.28097,-76.63003,1
39.29504,-76.65045,1
39.28172,-76.63194,1
39.31281,-76.70204,8
39.32116,-76.57414,0
39.23657,-76.60514,5
39.29274,-76.66237,8
39.29908,-76.61295,2
39.31030,-76.63772,7
39.30161,-76.60018,2
39.27819,-76.66648,8
39.31520,-76.67568,8
39.30401,-76.58407,6
39.32040,-76.59854,3
39.30161,-76.60018,2
39.27655,-76.54231,6
39.28500,-76.61309,2
39.31470,-76.61405,2
39.36768,-76.56207,0
39.32243,-76.55484,0
39.35448,-76.66237,4
39.30257,-76.66207,8
39.31648,-76.57829,6
39.33128,-76.56143,0
39.33906,-76.53402,0
39.33906,-76.53402,0
39.24980,-76.63957,1
39.31652,-76.61830,7
39.32227,-76.59220,3
39.28756,-76.61365,2
39.30035,-76.64448,7
39.32833,-76.56435,0
39.30149,-76.61319,2
39.29918,-76.60136,2
39.29941,-76.68975,8
39.33399,-76.55751,0
39.31457,-76.61514,2
39.28001,-76.65038,1
39.31088,-76.66550,8
39.29303,-76.62255,2
39.31852,-76.67295,8
39.29394,-76.65967,1
39.29394,-76.65967,1
39.28616,-76.64623,1
39.29568,-76.56729,6
39.31694,-76.54515,0
39.33344,-76.66949,4
39.28748,-76.58793,6
39.35104,-76.65976,4
39.30533,-76.59809,2
39.30889,-76.58383,6
39.36790,-76.55559,0
39.29550,-76.58585,6
39.28315,-76.57834,6
39.29548,-76.58629,6
39.33589,-76.65896,4
39.33589,-76.65896,4
39.35104,-76.65976,4
39.29556,-76.58446,6
39.30027,-76.59097,2
39.35732,-76.59543,3
39.28904,-76.53916,6
39.28904,-76.53916,6
39.35448,-76.66237,4
39.27896,-76.62453,1
39.29173,-76.61713,2
39.28447,-76.59128,2
39.29726,-76.58428,6
39.29883,-76.61042,2
39.29250,-76.56837,6
39.29250,-76.56837,6
39.29643,-76.66703,8
39.28569,-76.56406,6
39.28062,-76.58946,2
39.27408,-76.62769,1
39.31578,-76.65245,7
39.29529,-76.59129,2
39.37120,-76.70004,4
39.32467,-76.62150,7
39.29148,-76.61114,2
39.30231,-76.61719,2
39.34608,-76.68065,4
39.29351,-76.69815,8
39.31276,-76.60461,2
39.33157,-76.67142,4
39.36015,-76.53776,0
39.28219,-76.65186,1
39.36044,-76.59750,3
39.31127,-76.64112,7
39.34073,-76.68422,4
39.29288,-76.61618,2
39.28613,-76.66973,8
39.29483,-76.62205,2
39.37086,-76.56494,0
39.29732,-76.57728,6
39.35983,-76.60361,3
39.29435,-76.59710,2
39.33230,-76.60722,3
39.32389,-76.56962,0
39.24665,-76.63674,5
39.30000,-76.61418,2
39.31186,-76.60032,2
39.22826,-76.60050,5
39.27634,-76.61222,2
39.29995,-76.61418,2
39.32028,-76.60860,3
39.32402,-76.65783,7
39.28670,-76.60781,2
39.27636,-76.60695,2
39.33954,-76.66669,4
39.36014,-76.70573,4
39.29249,-76.63244,1
39.31809,-76.61100,2
39.28746,-76.61771,2
39.28854,-76.61503,2
39.28254,-76.63211,1
39.33729,-76.60737,3
39.31894,-76.56882,0
39.29506,-76.66744,8
39.27159,-76.60944,2
39.32402,-76.56343,0
39.31053,-76.61494,2
39.34011,-76.63607,7
39.29662,-76.66508,8
39.30163,-76.61313,2
39.31104,-76.53103,0
39.29951,-76.57883,6
39.25555,-76.64276,1
39.27245,-76.60750,2
39.30641,-76.58074,6
39.28908,-76.54192,6
39.28732,-76.54091,6
39.31845,-76.61843,7
39.35555,-76.58589,3
39.28732,-76.54091,6
39.29615,-76.57054,6
39.29147,-76.60363,2
39.23973,-76.60607,5
39.33154,-76.54387,0
39.33154,-76.54387,0
39.34213,-76.67045,4
39.33135,-76.55705,0
39.31846,-76.61836,7
39.30972,-76.65152,7
39.31709,-76.61698,2
39.35418,-76.61745,3
39.31695,-76.54872,0
39.35418,-76.61745,3
39.35418,-76.61745,3
39.35418,-76.61745,3
39.28367,-76.57922,6
39.30136,-76.58177,6
39.28288,-76.63260,1
39.33166,-76.61601,3
39.26273,-76.64082,1
39.26273,-76.64082,1
39.23842,-76.60111,5
39.28242,-76.59696,2
39.27393,-76.54012,6
39.30616,-76.58413,6
39.30989,-76.55719,6
39.28761,-76.53982,6
39.27908,-76.57534,6
39.31318,-76.67440,8
39.29141,-76.61032,2
39.36002,-76.70757,4
39.31799,-76.61543,2
39.35224,-76.60590,3
39.31838,-76.61429,2
39.32920,-76.56403,0
39.31318,-76.67440,8
39.32920,-76.56403,0
39.34576,-76.67633,4
39.31533,-76.64890,7
39.27698,-76.60984,2
39.28773,-76.65725,1
39.30814,-76.66501,8
39.28325,-76.64367,1
39.30323,-76.64774,7
39.27871,-76.66349,1
39.25105,-76.63168,5
39.31765,-76.65154,7
39.31027,-76.59608,2
39.33246,-76.59603,3
39.35034,-76.68055,4
39.29682,-76.61998,2
39.31334,-76.58878,2
39.29419,-76.64904,1
39.29419,-76.64904,1
39.30980,-76.57309,6
39.27567,-76.64166,1
39.33783,-76.68477,4
39.30264,-76.60984,2
39.28854,-76.65146,1
39.26241,-76.65440,1
39.29762,-76.61409,2
39.32808,-76.61453,3
39.28668,-76.60980,2
39.27195,-76.54826,6
39.30825,-76.58433,6
39.30373,-76.63274,7
39.29335,-76.70078,8
39.30616,-76.61349,2
39.30504,-76.65257,7
39.32432,-76.59328,3
39.34802,-76.67729,4
39.34014,-76.63411,7
39.28947,-76.70836,8
39.29122,-76.61520,2
39.31071,-76.63737,7
39.32869,-76.61615,3
39.36379,-76.56955,0
39.28637,-76.63805,1
39.25450,-76.64520,1
39.30000,-76.61418,2
39.30271,-76.62792,7
39.34750,-76.66889,4
39.32244,-76.67648,4
39.32101,-76.56594,0
39.29662,-76.66508,8
39.29093,-76.63831,1
39.33687,-76.53667,0
39.34201,-76.69570,4
39.33184,-76.64301,7
39.28659,-76.61204,2
39.31853,-76.54767,0
39.30616,-76.61349,2
39.29021,-76.59374,2
39.27703,-76.56732,6
39.32477,-76.61471,3
39.28973,-76.61088,2
39.36611,-76.70939,4
39.30021,-76.58384,6
39.36099,-76.67131,4
39.28876,-76.60318,2
39.28775,-76.65671,1
39.31766,-76.62388,7
39.28909,-76.60233,2
39.31799,-76.61543,2
39.26467,-76.65271,1
39.26584,-76.65077,1
39.37071,-76.56702,0
39.34252,-76.67637,4
39.27710,-76.56538,6
39.33430,-76.61261,3
39.27710,-76.56538,6
39.30155,-76.66735,8
39.33217,-76.60575,3
39.32829,-76.60813,3
39.31399,-76.65097,7
39.32925,-76.54155,0
39.28668,-76.60980,2
39.29731,-76.61604,2
39.31228,-76.61502,2
39.32663,-76.67283,4
39.32663,-76.67283,4
39.27513,-76.62466,1
39.29544,-76.59392,2
39.30910,-76.57994,6
39.26449,-76.65493,1
39.28006,-76.61082,2
39.29241,-76.61408,2
39.37086,-76.70306,4
39.27621,-76.53804,6
39.31332,-76.62681,7
39.36346,-76.61384,3
39.28553,-76.56961,6
39.25870,-76.64758,1
39.25870,-76.64758,1
39.28977,-76.60094,2
39.30867,-76.59090,2
39.28016,-76.63469,1
39.25466,-76.64573,1
39.33124,-76.67633,4
39.27710,-76.60701,2
39.24004,-76.60770,5
39.22209,-76.58995,5
39.30463,-76.58680,6
39.31845,-76.61843,7
39.25180,-76.64912,1
39.30140,-76.61970,2
39.35952,-76.58856,3
39.31845,-76.61843,7
39.28878,-76.63265,1
39.29277,-76.57697,6
39.30183,-76.59623,2
39.29355,-76.58128,6
39.31512,-76.61271,2
39.26584,-76.65077,1
39.29921,-76.64679,7
39.29165,-76.58919,2
39.31232,-76.60714,2
39.31799,-76.61543,2
39.29480,-76.57639,6
39.29912,-76.64757,7
39.31840,-76.55837,0
39.30997,-76.64509,7
39.31470,-76.63807,7
39.28839,-76.61255,2
39.31012,-76.65487,7
39.28598,-76.58421,6
39.28669,-76.55658,6
39.29529,-76.59129,2
39.28746,-76.61771,2
39.28794,-76.65009,1
39.28947,-76.64797,1
39.29920,-76.57259,6
39.29968,-76.61590,2
39.29362,-76.59624,2
39.28759,-76.54021,6
39.24561,-76.63429,5
39.23189,-76.59252,5
39.34445,-76.68562,4
39.29118,-76.59046,2
39.30495,-76.62921,7
39.29677,-76.63522,1
39.28886,-76.59703,2
39.30929,-76.64058,7
39.28371,-76.64846,1
39.26117,-76.64497,1
39.32542,-76.55730,0
39.28150,-76.64651,1
39.29454,-76.67639,8
39.36970,-76.60076,3
39.29365,-76.57844,6
39.29365,-76.57844,6
39.31852,-76.61699,2
39.34088,-76.64499,7
39.29665,-76.67720,8
39.29388,-76.65986,1
39.29131,-76.61010,2
39.34495,-76.67757,4
39.29188,-76.64971,1
39.28120,-76.53500,6
39.31104,-76.53103,0
39.33038,-76.54282,0
39.33038,-76.54282,0
39.31557,-76.61010,2
39.34496,-76.67756,4
39.34544,-76.54255,0
39.23661,-76.60317,5
39.32194,-76.68330,4
39.27214,-76.54289,6
39.22558,-76.59158,5
39.31137,-76.56117,6
39.32206,-76.55103,0
39.30041,-76.59753,2
39.31395,-76.56256,6
39.26445,-76.65013,1
39.30912,-76.66781,8
39.28668,-76.60980,2
39.32187,-76.54762,0
39.28851,-76.59944,2
39.27428,-76.61614,2
39.27428,-76.61614,2
39.32331,-76.65620,7
39.27587,-76.61291,2
39.28740,-76.59693,2
39.29651,-76.58703,6
39.35658,-76.68968,4
39.29656,-76.64290,1
39.32370,-76.56821,0
39.32934,-76.59367,3
39.29786,-76.64010,7
39.33587,-76.68337,4
39.29249,-76.61035,2
39.30193,-76.59360,2
39.28668,-76.60980,2
39.34354,-76.64028,7
39.31641,-76.67178,8
39.34354,-76.64028,7
39.26261,-76.63797,1
39.30007,-76.55534,6
39.31218,-76.61703,2
39.29329,-76.60634,2
39.36631,-76.60063,3
39.32155,-76.59238,3
39.33614,-76.67901,4
39.33273,-76.67427,4
39.30064,-76.65428,7
39.31892,-76.55162,0
39.29513,-76.59861,2
39.32733,-76.56537,0
39.29513,-76.59861,2
39.29298,-76.67270,8
39.37122,-76.58449,3
39.29284,-76.67835,8
39.31347,-76.61674,2
39.33862,-76.53240,0
39.35034,-76.59730,3
39.29433,-76.58477,6
39.27355,-76.67137,8
39.29389,-76.57910,6
39.28778,-76.61355,2
39.32172,-76.68744,4
39.31664,-76.59888,2
39.28343,-76.65581,1
39.29945,-76.62003,2
39.34510,-76.66233,4
39.31834,-76.57017,6
39.33756,-76.63474,7
39.30133,-76.54935,6
39.30604,-76.66418,8
39.30471,-76.66371,8
39.28960,-76.57168,6
39.27453,-76.67042,8
39.29696,-76.61288,2
39.37079,-76.69167,4
39.31728,-76.69058,8
39.29171,-76.64709,1
39.31106,-76.61477,2
39.33387,-76.55630,0
39.31107,-76.58358,6
39.25362,-76.64846,1
39.32710,-76.62735,7
39.30016,-76.62163,2
39.37046,-76.68613,4
39.27964,-76.55453,6
39.23131,-76.59957,5
39.29118,-76.59046,2
39.29905,-76.64017,7
39.33052,-76.63692,7
39.32684,-76.54979,0
39.25440,-76.64848,1
39.30021,-76.57491,6
39.26965,-76.65074,1
39.29181,-76.61532,2
39.29118,-76.59046,2
39.31418,-76.64530,7
39.32606,-76.70563,4
39.27842,-76.65777,1
39.28949,-76.61532,2
39.28726,-76.63369,1
39.28507,-76.60447,2
39.29143,-76.56731,6
39.23189,-76.59252,5
39.28017,-76.65449,1
39.25163,-76.64217,1
39.34916,-76.68551,4
39.34360,-76.57790,0
39.34256,-76.59272,3
39.28891,-76.59563,2
39.28876,-76.63424,1
39.32169,-76.68970,4
39.29709,-76.57790,6
39.29039,-76.61515,2
39.27725,-76.70019,8
39.31702,-76.54520,0
39.29500,-76.56753,6
39.28790,-76.53627,6
39.36714,-76.55884,0
39.28966,-76.60981,2
39.27831,-76.65812,1
39.22228,-76.58726,5
39.31292,-76.63140,7
39.29454,-76.67646,8
39.29003,-76.59104,2
39.28870,-76.59371,2
39.28517,-76.64506,1
39.34241,-76.68272,4
39.28953,-76.63222,1
39.24379,-76.62226,5
39.24379,-76.62226,5
39.34209,-76.68237,4
39.35326,-76.68968,4
39.28197,-76.69569,8
39.31351,-76.59872,2
39.28417,-76.64767,1
39.28122,-76.54819,6
39.34287,-76.68361,4
39.28706,-76.55422,6
39.27462,-76.61691,2
39.33381,-76.69606,4
39.34178,-76.69660,4
39.35516,-76.57546,0
39.32133,-76.56218,0
39.32453,-76.57320,0
39.33627,-76.70607,4
39.34836,-76.59534,3
39.30967,-76.59380,2
39.34912,-76.66929,4
39.29164,-76.61729,2
39.33184,-76.69040,4
39.31892,-76.55162,0
39.28800,-76.61369,2
39.36526,-76.60995,3
39.28838,-76.54378,6
39.25306,-76.62326,5
39.29553,-76.66202,8
39.23755,-76.60418,5
39.31506,-76.63035,7
39.27418,-76.60859,2
39.23802,-76.60395,5
39.29930,-76.64152,7
39.35207,-76.60980,3
39.30767,-76.59076,2
39.34217,-76.67800,4
39.33856,-76.53135,0
39.33042,-76.68343,4
39.37010,-76.56201,0
39.27666,-76.53315,6
39.29792,-76.60624,2
39.29394,-76.62124,2
39.35588,-76.60993,3
39.31104,-76.53103,0
39.27154,-76.59896,2
39.35565,-76.60992,3
39.35053,-76.55546,0
39.29519,-76.61434,2
39.30592,-76.62577,7
39.31089,-76.67566,8
39.36587,-76.58087,3
39.28575,-76.67387,8
39.34195,-76.53250,0
39.33052,-76.63692,7
39.33052,-76.63692,7
39.26926,-76.59952,2
39.35736,-76.57026,0
39.33746,-76.53286,0
39.28520,-76.59349,2
39.28942,-76.61826,2
39.29061,-76.54100,6
39.31007,-76.64163,7
39.36246,-76.57103,0
39.35927,-76.70659,4
39.32432,-76.54078,0
39.31176,-76.70122,8
39.27158,-76.67822,8
39.37190,-76.56306,0
39.35388,-76.69904,4
39.31910,-76.64250,7
39.27575,-76.61450,2
39.28954,-76.61533,2
39.29478,-76.64552,1
39.32956,-76.56812,0
39.27964,-76.55453,6
39.29768,-76.58786,2
39.30610,-76.63369,7
39.29021,-76.59374,2
39.29634,-76.57365,6
39.29094,-76.57399,6
39.29094,-76.57399,6
39.23660,-76.60315,5
39.36279,-76.55244,0
39.32754,-76.60946,3
39.28752,-76.54213,6
39.29090,-76.57613,6
39.29750,-76.61713,2
39.31623,-76.65150,7
39.27659,-76.54254,6
39.28452,-76.56785,6
39.32251,-76.61573,3
39.31928,-76.59276,3
39.31563,-76.65421,7
39.30257,-76.66207,8
39.36926,-76.55705,0
39.27573,-76.68782,8
39.29116,-76.56275,6
39.30257,-76.66207,8
39.29203,-76.58177,6
39.29162,-76.58472,6
39.32931,-76.56395,0
39.28629,-76.62229,2
39.28629,-76.62229,2
39.29483,-76.58137,6
39.28849,-76.64101,1
39.29000,-76.67521,8
39.34868,-76.54098,0
39.29383,-76.64819,1
39.31800,-76.65821,7
39.36808,-76.58583,3
39.31800,-76.65821,7
39.28853,-76.65369,1
39.25736,-76.64418,1
39.25656,-76.64534,1
39.32194,-76.68330,4
39.32956,-76.57674,0
39.33605,-76.66269,4
39.29315,-76.58333,6
39.33797,-76.62318,3
39.30311,-76.57911,6
39.31616,-76.64551,7
39.31552,-76.61816,2
39.34362,-76.65230,4
39.35127,-76.53470,0
39.29930,-76.62075,2
39.30788,-76.63122,7
39.34272,-76.59084,3
39.23246,-76.60416,5
39.31498,-76.64011,7
39.29688,-76.65694,1
39.29556,-76.57574,6
39.31757,-76.56671,6
39.27016,-76.68257,8
39.29909,-76.64844,7
39.28952,-76.56657,6
39.31505,-76.58125,6
39.34047,-76.58258,3
39.35478,-76.56658,0
39.32279,-76.59710,3
39.29164,-76.61729,2
39.31933,-76.56575,0
39.31031,-76.63589,7
39.29896,-76.64568,7
39.29148,-76.59044,2
39.29148,-76.59044,2
39.29148,-76.59044,2
39.29148,-76.59044,2
39.31395,-76.56256,6
39.34020,-76.63565,7
39.31802,-76.61123,2
39.29282,-76.57333,6
39.31362,-76.58952,2
39.31799,-76.61543,2
39.31003,-76.67597,8
39.26198,-76.64057,1
39.28388,-76.60031,2
39.28388,-76.60031,2
39.31323,-76.63494,7
39.29254,-76.61350,2
39.31095,-76.63443,7
39.27217,-76.61252,2
39.29483,-76.62205,2
39.24411,-76.62190,5
39.32121,-76.69948,4
39.32201,-76.61557,3
39.28287,-76.64068,1
39.34253,-76.70039,4
39.29892,-76.61843,2
39.24774,-76.62898,5
39.34973,-76.69568,4
39.29301,-76.58928,2
39.31853,-76.54767,0
39.29283,-76.62761,1
39.29737,-76.57728,6
39.29737,-76.57728,6
39.29737,-76.57728,6
39.35414,-76.56354,0
39.28272,-76.67209,8
39.30736,-76.63218,7
39.22912,-76.59740,5
39.31003,-76.67597,8
39.33047,-76.70416,4
39.36493,-76.70300,4
39.25357,-76.62592,5
39.25137,-76.61498,5
39.28875,-76.64244,1
39.28624,-76.59838,2
39.28776,-76.53576,6
39.28881,-76.59597,2
39.31179,-76.60298,2
39.32600,-76.60937,3
39.31509,-76.63845,7
39.30012,-76.60445,2
39.36244,-76.54463,0
39.28741,-76.54470,6
39.33327,-76.65591,7
39.33327,-76.65591,7
39.33171,-76.54661,0
39.30502,-76.54530,6
39.28277,-76.63274,1
39.30147,-76.65800,7
39.30711,-76.58714,6
39.29892,-76.61843,2
39.31130,-76.65494,7
39.31289,-76.58757,2
39.28500,-76.61309,2
39.30473,-76.58397,6
39.29593,-76.66834,8
39.32485,-76.53337,0
39.28673,-76.56483,6
39.31868,-76.65399,7
39.29503,-76.53345,6
39.27224,-76.64612,1
39.29779,-76.61294,2
39.29254,-76.59954,2
39.29860,-76.65215,7
39.35212,-76.55021,0
39.32849,-76.60944,3
39.28302,-76.62775,1
39.30894,-76.63575,7
39.29992,-76.68625,8
39.30110,-76.63960,7
39.27453,-76.67042,8
39.27453,-76.67042,8
39.31966,-76.55458,0
39.35627,-76.70270,4
39.28222,-76.64239,1
39.25604,-76.64477,1
39.31444,-76.63292,7
39.28779,-76.63230,1
39.31802,-76.67136,8
39.34750,-76.68459,4
39.32131,-76.55263,0
39.28590,-76.63034,1
39.28527,-76.64510,1
39.33483,-76.61347,3
39.29676,-76.67481,8
39.31203,-76.67682,8
39.27988,-76.66578,8
39.29909,-76.64844,7
39.29859,-76.58839,2
39.33215,-76.53253,0
39.29448,-76.70602,8
39.32703,-76.57282,0
39.32234,-76.53829,0
39.34788,-76.67751,4
39.31464,-76.65094,7
39.27710,-76.60701,2
39.28948,-76.58684,6
39.32743,-76.67887,4
39.29614,-76.57861,6
39.31039,-76.63566,7
39.30517,-76.62425,7
39.28598,-76.63365,1
39.28816,-76.64525,1
39.36925,-76.59345,3
39.28367,-76.63073,1
39.27209,-76.61612,2
39.29670,-76.58344,6
39.31098,-76.68191,8
39.36136,-76.70597,4
39.29981,-76.64691,7
39.30969,-76.58745,2
39.27985,-76.54365,6
39.33800,-76.54158,0
39.29495,-76.56727,6
39.23356,-76.60878,5
39.29797,-76.56975,6
39.30632,-76.63847,7
39.31093,-76.60085,2
39.26362,-76.63258,1
39.36459,-76.69778,4
39.35297,-76.56009,0
39.36028,-76.70789,4
39.26018,-76.61330,5
39.30989,-76.67448,8
39.30528,-76.55065,6
39.28161,-76.68862,8
39.33118,-76.69081,4
39.34512,-76.64724,7
39.34512,-76.64724,7
39.27296,-76.67413,8
39.27296,-76.67413,8
39.30966,-76.56330,6
39.27887,-76.65643,1
39.29489,-76.70112,8
39.31532,-76.67689,8
39.35255,-76.53887,0
39.27575,-76.69573,8
39.27544,-76.66660,1
39.31775,-76.61972,7
39.31404,-76.64361,7
39.25387,-76.65445,1
39.33157,-76.67142,4
39.31931,-76.56552,0
39.33900,-76.66796,4
39.30131,-76.62983,7
39.28796,-76.58649,6
39.28473,-76.55485,6
39.34241,-76.66327,4
39.30355,-76.63059,7
39.30127,-76.66654,8
39.34483,-76.54198,0
39.27710,-76.56538,6
39.29812,-76.66516,8
39.28570,-76.63595,1
39.31385,-76.54065,0
39.28246,-76.65113,1
39.35173,-76.53409,0
39.28952,-76.67440,8
39.35320,-76.55199,0
39.28721,-76.60304,2
39.28974,-76.70101,8
39.36849,-76.59754,3
39.32748,-76.66763,4
39.35997,-76.70750,4
39.26587,-76.65494,1
39.32537,-76.59138,3
39.28167,-76.64803,1
39.29918,-76.62620,2
39.30795,-76.58573,6
39.30795,-76.58573,6
39.27621,-76.53804,6
39.31451,-76.67018,8
39.28736,-76.63112,1
39.23858,-76.60960,5
39.29164,-76.61729,2
39.32218,-76.57285,0
39.29768,-76.60184,2
39.28508,-76.60032,2
39.35882,-76.57135,0
39.32427,-76.67545,4
39.31963,-76.67113,4
39.28949,-76.61660,2
39.34497,-76.67539,4
39.30891,-76.61129,2
39.27930,-76.65514,1
39.31868,-76.65399,7
39.34657,-76.56634,0
39.33227,-76.56007,0
39.33973,-76.61428,3
39.33279,-76.60507,3
39.27191,-76.54923,6
39.36493,-76.70300,4
39.33105,-76.66800,4
39.28676,-76.60781,2
39.28144,-76.69432,8
39.32413,-76.57026,0
39.30752,-76.59892,2
39.30080,-76.58760,6
39.28128,-76.53540,6
39.22613,-76.58753,5
39.30981,-76.64917,7
39.27637,-76.61429,2
39.28185,-76.58227,6
39.23175,-76.59514,5
39.29319,-76.61964,2
39.29452,-76.67845,8
39.32110,-76.56525,0
39.23252,-76.59479,5
39.29509,-76.61828,2
39.35921,-76.70652,4
39.31330,-76.63501,7
39.28761,-76.53982,6
39.31337,-76.63687,7
39.29154,-76.59973,2
39.30462,-76.62321,2
39.32709,-76.70269,4
39.29021,-76.59374,2
39.26903,-76.65142,1
39.31069,-76.59927,2
39.31582,-76.60061,2
39.35292,-76.66687,4
39.36736,-76.68682,4
39.31258,-76.64670,7
39.34047,-76.58258,3
39.27871,-76.66349,1
39.30294,-76.63386,7
39.27453,-76.67042,8
39.32326,-76.59641,3
39.29148,-76.59044,2
39.29148,-76.59044,2
39.29148,-76.59044,2
39.23246,-76.60416,5
39.34661,-76.53992,0
39.30519,-76.61210,2
39.27052,-76.60938,2
39.29897,-76.63262,7
