x,y,c
39.29855,-76.56978,0
39.28892,-76.64457,4
39.29027,-76.59710,1
39.28296,-76.63261,1
39.28654,-76.56717,0
39.28654,-76.56717,0
39.31964,-76.61115,1
39.31964,-76.61115,1
39.28446,-76.64160,4
39.25116,-76.64439,5
39.33482,-76.66622,2
39.24590,-76.62036,5
39.27408,-76.62769,5
39.34765,-76.56173,3
39.32357,-76.54306,3
39.28591,-76.67487,4
39.28498,-76.65005,4
39.29747,-76.62181,1
39.25950,-76.64282,5
39.24864,-76.62134,5
39.31570,-76.64021,1
39.34726,-76.65958,2
39.29682,-76.63721,1
39.34031,-76.67147,2
39.28879,-76.54575,0
39.22900,-76.59753,5
39.34346,-76.54393,3
39.29690,-76.57852,0
39.28761,-76.53982,0
39.35746,-76.56907,3
39.31301,-76.63132,1
39.31501,-76.53971,0
39.30820,-76.61362,1
39.29006,-76.61944,1
39.31127,-76.61009,1
39.35083,-76.53510,3
39.34406,-76.66793,2
39.29298,-76.62119,1
39.27293,-76.54033,0
39.28835,-76.65962,4
39.31868,-76.65399,4
39.22718,-76.58796,5
39.28973,-76.61022,1
39.31800,-76.65821,4
39.28362,-76.63220,1
39.30146,-76.54385,0
39.28078,-76.64788,4
39.28318,-76.59351,0
39.28875,-76.59519,0
39.28304,-76.62317,1
39.29500,-76.56748,0
39.29068,-76.64537,4
39.29649,-76.57213,0
39.23167,-76.59613,5
39.27408,-76.62769,5
39.33311,-76.70100,2
39.30042,-76.62597,1
39.29529,-76.59129,0
39.32458,-76.56661,3
39.28974,-76.65159,4
39.31329,-76.64753,4
39.33581,-76.68557,2
39.32432,-76.57792,3
39.33971,-76.60121,3
39.30505,-76.60367,1
39.34701,-76.59402,3
39.35317,-76.58029,3
39.27825,-76.56758,0
39.32024,-76.65828,4
39.32522,-76.68223,2
39.33728,-76.55670,3
39.30508,-76.58548,0
39.33728,-76.55670,3
39.29024,-76.59033,0
39.29265,-76.60709,1
39.30667,-76.62828,1
39.35761,-76.60560,3
39.31517,-76.61956,1
39.31843,-76.60943,1
39.28892,-76.55596,0
39.31342,-76.64129,1
39.25286,-76.64122,5
39.31087,-76.64901,4
39.29491,-76.57256,0
39.25286,-76.64122,5
39.32149,-76.53817,0
39.28410,-76.63784,4
39.30140,-76.62993,1
39.29537,-76.65908,4
39.28491,-76.62350,1
39.32484,-76.55583,3
39.32484,-76.55583,3
39.32350,-76.56270,3
39.31434,-76.61455,1
39.25677,-76.66491,4
39.35295,-76.58146,3
39.31222,-76.60614,1
39.33627,-76.55427,3
39.33242,-76.60781,1
39.33298,-76.63661,1
39.29788,-76.68052,4
39.35881,-76.67949,2
39.26723,-76.67402,4
39.31949,-76.61432,1
39.29959,-76.63329,1
39.29011,-76.61236,1
39.27644,-76.68865,4
39.33627,-76.67566,2
39.34165,-76.67620,2
39.33119,-76.62990,1
39.32057,-76.69573,2
39.29249,-76.63244,1
39.31240,-76.65484,4
39.31069,-76.59770,1
39.30715,-76.57574,0
39.33819,-76.60386,3
39.31248,-76.66418,4
39.28285,-76.63042,1
39.29537,-76.65908,4
39.27754,-76.61438,5
39.29375,-76.59700,1
39.26784,-76.67673,4
39.29811,-76.64586,4
39.28213,-76.61508,1
39.34078,-76.68739,2
39.28479,-76.64513,4
39.29875,-76.61849,1
39.31218,-76.60620,1
39.29357,-76.59631,1
39.27474,-76.60860,5
39.29418,-76.58826,0
39.26584,-76.65077,4
39.26584,-76.65077,4
39.29529,-76.59129,0
39.35746,-76.55703,3
39.27236,-76.53611,0
39.26157,-76.66657,4
39.34349,-76.58873,3
39.28681,-76.60533,1
39.26973,-76.68388,4
39.25013,-76.63111,5
39.33235,-76.69861,2
39.27169,-76.60997,5
39.34818,-76.66264,2
39.29878,-76.58321,0
39.33421,-76.60576,1
39.37069,-76.53907,3
39.29995,-76.61418,1
39.30903,-76.64427,4
39.34427,-76.58785,3
39.34427,-76.58785,3
39.34427,-76.58785,3
39.29369,-76.56953,0
39.29936,-76.59726,1
39.27975,-76.62418,1
39.27975,-76.62418,1
39.27975,-76.62418,1
39.27975,-76.62418,1
39.22415,-76.58677,5
39.29042,-76.62238,1
39.26157,-76.66657,4
39.26157,-76.66657,4
39.31050,-76.63416,1
39.27431,-76.53640,0
39.29250,-76.56837,0
39.29959,-76.57389,0
39.28742,-76.59363,0
39.28304,-76.62317,1
39.30363,-76.58492,0
39.29481,-76.57081,0
39.25146,-76.64690,5
39.31320,-76.61815,1
39.30183,-76.59613,1
39.27807,-76.61448,1
39.29581,-76.57707,0
39.25119,-76.61820,5
39.22886,-76.59820,5
39.29490,-76.57919,0
39.31121,-76.61795,1
39.29875,-76.61849,1
39.31800,-76.65821,4
39.32535,-76.60179,1
39.29539,-76.63941,4
39.30790,-76.65397,4
39.27678,-76.61440,5
39.34412,-76.60551,3
39.30954,-76.62297,1
39.35614,-76.63460,2
39.35672,-76.63896,2
39.33105,-76.63311,1
39.27078,-76.53984,0
39.26809,-76.67527,4
39.22989,-76.58821,5
39.29924,-76.58165,0
39.29241,-76.57229,0
39.29930,-76.62075,1
39.32433,-76.69291,2
39.34932,-76.67295,2
39.25888,-76.66174,4
39.29147,-76.67545,4
39.33972,-76.66656,2
39.28297,-76.60294,1
39.34996,-76.65942,2
39.28744,-76.64143,4
39.27184,-76.60615,5
39.27477,-76.53970,0
39.28842,-76.64235,4
39.28847,-76.63525,1
39.34830,-76.67486,2
39.35082,-76.59806,3
39.30677,-76.63307,1
39.30254,-76.66916,4
39.32919,-76.54154,3
39.29630,-76.56963,0
39.29630,-76.56963,0
39.29801,-76.61838,1
39.29905,-76.64017,4
39.28616,-76.63360,1
39.29514,-76.62895,1
39.27028,-76.65311,4
39.29757,-76.58564,0
39.31800,-76.61195,1
39.33763,-76.68758,2
39.36503,-76.56240,3
39.29221,-76.57749,0
39.29350,-76.69257,4
39.34700,-76.54579,3
39.31961,-76.61202,1
39.31961,-76.61202,1
39.22917,-76.58820,5
39.29761,-76.69837,4
39.26961,-76.65079,4
39.31961,-76.61202,1
39.22917,-76.58820,5
39.32061,-76.61861,1
39.32354,-76.54967,3
39.36028,-76.56860,3
39.34385,-76.56817,3
39.27408,-76.62769,5
39.34248,-76.59610,3
39.30166,-76.61429,1
39.29297,-76.61842,1
39.33700,-76.55321,3
39.26584,-76.65077,4
39.28793,-76.67245,4
39.33782,-76.59960,3
39.29148,-76.56444,0
39.32119,-76.59608,1
39.30259,-76.63642,1
39.36020,-76.59678,3
39.24923,-76.61668,5
39.24923,-76.61668,5
39.24767,-76.61972,5
39.28544,-76.63941,4
39.24924,-76.61667,5
39.23190,-76.59609,5
39.34423,-76.66485,2
39.29459,-76.66079,4
39.30359,-76.61602,1
39.36134,-76.69321,2
39.36372,-76.67519,2
39.36952,-76.56712,3
39.23091,-76.60077,5
39.28469,-76.65653,4
39.31313,-76.60529,1
39.30702,-76.61218,1
39.34100,-76.64137,2
39.29488,-76.62206,1
39.27871,-76.66349,4
39.30981,-76.58903,0
39.28181,-76.65891,4
39.31964,-76.56028,0
39.30246,-76.54646,0
39.34320,-76.67611,2
39.23570,-76.61380,5
39.22292,-76.59718,5
39.22292,-76.59718,5
39.22292,-76.59718,5
39.22292,-76.59718,5
39.28601,-76.60227,1
39.28601,-76.60227,1
39.29705,-76.70934,4
39.24779,-76.62899,5
39.29049,-76.61682,1
39.28637,-76.63222,1
39.24829,-76.62744,5
39.29650,-76.57206,0
39.29037,-76.65181,4
39.33670,-76.55377,3
39.30952,-76.63674,1
39.28900,-76.61377,1
39.35284,-76.60668,3
39.28706,-76.55422,0
39.27408,-76.62769,5
39.30436,-76.63571,1
39.28645,-76.59643,1
39.26170,-76.66556,4
39.31278,-76.62862,1
39.29938,-76.63876,4
39.25254,-76.64863,5
39.27143,-76.67863,4
39.30772,-76.63778,1
39.37027,-76.60851,3
39.28939,-76.62096,1
39.31530,-76.63618,1
39.27359,-76.60612,5
39.35952,-76.58856,3
39.29277,-76.57484,0
39.32535,-76.57183,3
39.31260,-76.58404,0
39.31300,-76.64843,4
39.28625,-76.63591,4
39.34523,-76.68153,2
39.31555,-76.63256,1
39.31800,-76.65821,4
39.25331,-76.62637,5
39.33170,-76.65873,2
39.34523,-76.68153,2
39.28074,-76.62844,1
39.30547,-76.62247,1
39.30352,-76.66598,4
39.30352,-76.66598,4
39.31585,-76.55977,0
39.30547,-76.62247,1
39.29275,-76.58123,0
39.33301,-76.56931,3
39.26166,-76.66527,4
39.25759,-76.66371,4
39.31378,-76.63135,1
39.32470,-76.55902,3
39.32475,-76.68283,2
39.30691,-76.59497,1
39.31703,-76.56186,0
39.28243,-76.58262,0
39.31117,-76.59169,1
39.29135,-76.60843,1
39.26882,-76.54317,0
39.35844,-76.68089,2
39.28323,-76.65611,4
39.30897,-76.61638,1
39.28614,-76.63803,4
39.29809,-76.57275,0
39.28961,-76.61370,1
39.28710,-76.63516,4
39.33283,-76.66787,2
39.23952,-76.60006,5
39.28406,-76.61297,1
39.28304,-76.68761,4
39.29634,-76.57297,0
39.29861,-76.61597,1
39.31354,-76.56583,0
39.29061,-76.60888,1
39.33617,-76.61973,1
39.30725,-76.59960,1
39.32782,-76.60946,1
39.29213,-76.60118,1
39.29407,-76.61613,1
39.29529,-76.59129,0
39.27703,-76.56732,0
39.29151,-76.63906,4
39.32658,-76.55805,3
39.32843,-76.60333,1
39.31133,-76.61661,1
39.27667,-76.68906,4
39.28359,-76.65765,4
39.28338,-76.59353,0
39.28137,-76.59802,1
39.31045,-76.59988,1
39.35997,-76.70750,2
39.28640,-76.67827,4
39.36008,-76.56307,3
39.29012,-76.62855,1
39.28742,-76.59363,0
39.31540,-76.63263,1
39.28326,-76.64371,4
39.29644,-76.58883,0
39.28384,-76.53637,0
39.29037,-76.65189,4
39.30120,-76.66173,4
39.36589,-76.56533,3
39.28598,-76.64857,4
39.30853,-76.62995,1
39.27897,-76.60972,1
39.27871,-76.66349,4
39.31300,-76.66428,4
39.31300,-76.66428,4
39.26779,-76.64930,4
39.25296,-76.64616,5
39.30629,-76.62526,1
39.24729,-76.62608,5
39.30351,-76.54625,0
39.29481,-76.57081,0
39.30647,-76.64450,4
39.37059,-76.56711,3
39.30643,-76.62458,1
39.29746,-76.58842,0
39.27408,-76.62769,5
39.28713,-76.55480,0
39.30098,-76.61864,1
39.28404,-76.60223,1
39.28097,-76.67274,4
39.36111,-76.60041,3
39.28232,-76.63618,4
39.30846,-76.61064,1
39.32643,-76.68264,2
39.29782,-76.66733,4
39.31932,-76.59620,1
39.27286,-76.67426,4
39.31368,-76.63366,1
39.23650,-76.60509,5
39.29347,-76.58756,0
39.28761,-76.53982,0
39.31009,-76.61782,1
39.29842,-76.57588,0
39.33963,-76.66645,2
39.33963,-76.66645,2
39.34408,-76.66716,2
39.34328,-76.67360,2
39.31004,-76.67186,4
39.34239,-76.56983,3
39.28422,-76.65457,4
39.33411,-76.64613,2
39.35952,-76.58856,3
39.31130,-76.66499,4
39.31130,-76.66499,4
39.31130,-76.66499,4
39.33405,-76.69594,2
39.29379,-76.58202,0
39.33362,-76.55818,3
39.30043,-76.64307,4
39.31075,-76.63423,1
39.30393,-76.61848,1
39.34538,-76.64088,2
39.32101,-76.56594,0
39.32101,-76.56594,0
39.34941,-76.67717,2
39.35310,-76.58617,3
39.32062,-76.56526,0
39.22446,-76.58970,5
39.23084,-76.60160,5
39.31120,-76.61677,1
39.31458,-76.63385,1
39.31120,-76.61677,1
39.30702,-76.62616,1
39.27651,-76.68550,4
39.29301,-76.58387,0
39.31561,-76.55467,0
39.29759,-76.57659,0
39.29759,-76.57659,0
39.26998,-76.59400,5
39.29401,-76.61738,1
39.31800,-76.65821,4
39.29461,-76.59626,1
39.32450,-76.65710,2
39.29891,-76.62652,1
39.27626,-76.60466,5
39.36044,-76.58682,3
39.26198,-76.63653,5
39.31605,-76.65658,4
39.27253,-76.53116,0
39.28406,-76.61297,1
39.37086,-76.55082,3
39.33095,-76.70351,2
39.33491,-76.60694,1
39.34492,-76.58698,3
39.32116,-76.61108,1
39.30803,-76.57992,0
39.29866,-76.57517,0
39.32705,-76.69021,2
39.34412,-76.60551,3
39.31483,-76.62826,1
39.31297,-76.64836,4
39.28939,-76.57604,0
39.28973,-76.64108,4
39.28959,-76.61518,1
39.29270,-76.61532,1
39.26859,-76.68433,4
39.28712,-76.63731,4
39.29354,-76.66557,4
39.30115,-76.63170,1
39.30115,-76.63170,1
39.31693,-76.56189,0
39.32237,-76.56154,3
39.33218,-76.70223,2
39.33922,-76.59246,3
39.33940,-76.66250,2
39.33152,-76.67641,2
39.32182,-76.54804,0
39.31817,-76.60870,1
39.30406,-76.58259,0
39.32456,-76.60360,1
39.27199,-76.62815,5
39.29061,-76.61029,1
39.33592,-76.66710,2
39.25038,-76.62990,5
39.35346,-76.57062,3
39.35346,-76.57062,3
39.30959,-76.60014,1
39.35448,-76.66237,2
39.29205,-76.67547,4
39.36421,-76.60991,3
39.33531,-76.60016,3
39.28422,-76.64069,4
39.29046,-76.65164,4
39.29323,-76.66259,4
39.28781,-76.69008,4
39.28029,-76.61463,1
39.29632,-76.64842,4
39.28972,-76.63867,4
39.32407,-76.68150,2
39.32087,-76.56192,0
39.28504,-76.58052,0
39.28554,-76.69689,4
39.34359,-76.60800,3
39.32744,-76.68259,2
39.32976,-76.65833,2
39.32976,-76.65833,2
39.32976,-76.65833,2
39.29054,-76.61954,1
39.34501,-76.62715,1
39.30797,-76.60949,1
39.32230,-76.55575,3
39.34416,-76.55960,3
39.32339,-76.56887,3
39.33077,-76.53157,3
39.31585,-76.59759,1
39.32076,-76.62362,1
39.30273,-76.68675,4
39.32822,-76.69403,2
39.32345,-76.58769,3
39.31637,-76.67696,2
39.29795,-76.57608,0
39.34942,-76.63802,2
39.30720,-76.62627,1
39.34451,-76.66810,2
39.28032,-76.57396,0
39.33005,-76.61604,1
39.33005,-76.61604,1
39.28661,-76.61073,1
39.28110,-76.62869,1
39.30700,-76.62422,1
39.31201,-76.60172,1
39.29731,-76.57798,0
39.28447,-76.59128,0
39.28745,-76.54757,0
39.29853,-76.57380,0
39.34808,-76.69981,2
39.28783,-76.64239,4
39.31528,-76.53219,0
39.29889,-76.66080,4
39.32880,-76.61359,1
39.27346,-76.53402,0
39.30467,-76.66423,4
39.28616,-76.58885,0
39.30578,-76.62808,1
39.30853,-76.66755,4
39.28678,-76.58853,0
39.34046,-76.64137,2
39.31133,-76.64829,4
39.31133,-76.64829,4
39.28400,-76.65492,4
39.28400,-76.65492,4
39.27629,-76.54352,0
39.27629,-76.54352,0
39.36513,-76.61292,3
39.28998,-76.63235,1
39.30694,-76.55082,0
39.31766,-76.57819,0
39.29491,-76.56827,0
39.28167,-76.64803,4
39.29159,-76.62247,1
39.29852,-76.62252,1
39.28477,-76.68005,4
39.33885,-76.65853,2
39.32644,-76.54465,3
39.29710,-76.57584,0
39.32204,-76.59813,1
39.30251,-76.66369,4
39.34566,-76.67045,2
39.27761,-76.66920,4
39.30871,-76.59508,1
39.36590,-76.58585,3
39.36590,-76.58585,3
39.36590,-76.58585,3
39.29255,-76.61675,1
39.26822,-76.65791,4
39.32432,-76.54078,3
39.31800,-76.65821,4
39.35180,-76.68340,2
39.31868,-76.65399,4
39.27871,-76.66349,4
39.28441,-76.65960,4
39.25008,-76.62282,5
39.28580,-76.63378,1
39.29455,-76.66187,4
39.29885,-76.59088,0
39.29208,-76.57546,0
39.33976,-76.53099,3
39.35533,-76.70336,2
39.28332,-76.59816,1
39.30319,-76.62088,1
39.29928,-76.58520,0
39.31521,-76.63620,1
39.32593,-76.61401,1
39.29165,-76.61961,1
39.29270,-76.57902,0
39.29649,-76.58894,0
39.28770,-76.63423,1
39.29012,-76.62868,1
39.25888,-76.66174,4
39.29951,-76.59450,1
39.28659,-76.61204,1
39.26794,-76.65093,4
39.25080,-76.63093,5
39.33890,-76.66792,2
39.33096,-76.69447,2
39.30344,-76.63458,1
39.29883,-76.61042,1
39.31352,-76.66778,4
39.31352,-76.66778,4
39.29051,-76.57611,0
39.31181,-76.67965,4
39.30144,-76.64763,4
39.34109,-76.60565,3
39.31031,-76.63589,1
39.34109,-76.60565,3
39.30476,-76.62103,1
39.36541,-76.55123,3
39.30460,-76.63182,1
39.28548,-76.57933,0
39.28439,-76.65271,4
39.34259,-76.67520,2
39.30019,-76.61303,1
39.23986,-76.61359,5
39.32725,-76.62782,1
39.29873,-76.58425,0
39.34259,-76.67520,2
39.32791,-76.66513,2
39.31118,-76.66812,4
39.32267,-76.54893,0
39.28843,-76.64157,4
39.29273,-76.61597,1
39.30150,-76.64173,4
39.33228,-76.61222,1
39.28024,-76.59581,0
39.32277,-76.61033,1
39.29502,-76.58131,0
39.30343,-76.62265,1
39.28369,-76.64356,4
39.34982,-76.67442,2
39.35654,-76.59739,3
39.33012,-76.53553,3
39.32843,-76.66547,2
39.31638,-76.68051,2
39.26406,-76.64959,4
39.32544,-76.58589,3
39.28366,-76.65266,4
39.28064,-76.56552,0
39.29869,-76.58874,0
39.31645,-76.61687,1
39.30533,-76.67075,4
39.31150,-76.63813,1
39.30446,-76.67070,4
39.33565,-76.69696,2
39.30149,-76.62684,1
39.26186,-76.66140,4
39.26186,-76.66140,4
39.32829,-76.60813,1
39.34628,-76.54029,3
39.34458,-76.68590,2
39.29646,-76.57138,0
39.31111,-76.58746,0
39.30078,-76.62904,1
39.29420,-76.70422,4
39.27833,-76.61112,1
39.36899,-76.65857,2
39.29157,-76.62110,1
39.29157,-76.62110,1
39.24842,-76.63996,5
39.30097,-76.59774,1
39.31566,-76.63940,1
39.30628,-76.57668,0
39.29788,-76.64426,4
39.30938,-76.68360,4
39.29598,-76.70455,4
39.26387,-76.65252,4
39.23320,-76.59731,5
39.37059,-76.56704,3
39.27806,-76.65889,4
39.29267,-76.64265,4
39.29936,-76.59563,1
39.31095,-76.56293,0
39.35925,-76.53634,3
39.29731,-76.62141,1
39.34799,-76.53829,3
39.30894,-76.64648,4
39.36113,-76.58614,3
39.28916,-76.59562,1
39.28916,-76.59562,1
39.27408,-76.62769,5
39.28335,-76.62637,1
39.28567,-76.56605,0
39.28049,-76.63658,4
39.34995,-76.53221,3
39.28297,-76.60294,1
39.29628,-76.57934,0
39.30317,-76.59538,1
39.29670,-76.62807,1
39.32916,-76.56408,3
39.28659,-76.61203,1
39.29452,-76.57874,0
39.35952,-76.58856,3
39.28684,-76.63150,1
39.34064,-76.59050,3
39.31033,-76.64277,4
39.29085,-76.57398,0
39.29848,-76.61912,1
39.28907,-76.64097,4
39.34284,-76.57643,3
39.28959,-76.61101,1
39.33865,-76.66368,2
39.29416,-76.57699,0
39.30616,-76.58350,0
39.32140,-76.55266,0
39.32328,-76.55458,3
39.29375,-76.59700,1
39.33716,-76.70684,2
39.33146,-76.69580,2
39.32531,-76.59140,3
39.31225,-76.65290,4
39.32281,-76.57201,3
39.28672,-76.62901,1
39.30002,-76.59503,1
39.27604,-76.69324,4
39.22453,-76.58755,5
39.27400,-76.62986,5
39.28395,-76.68278,4
39.29767,-76.58309,0
39.23506,-76.61021,5
39.30261,-76.61595,1
39.29729,-76.57798,0
39.29729,-76.57798,0
39.29743,-76.57799,0
39.31800,-76.65821,4
39.27964,-76.55453,0
39.30802,-76.60064,1
39.28120,-76.65708,4
39.28893,-76.64702,4
39.28352,-76.59350,0
39.29177,-76.61402,1
39.30710,-76.62616,1
39.35828,-76.61848,3
39.36905,-76.58371,3
39.30787,-76.58963,0
39.30477,-76.58553,0
39.28297,-76.62987,1
39.27466,-76.66799,4
39.33437,-76.62053,1
39.36971,-76.69043,2
39.29430,-76.59893,1
39.23225,-76.59132,5
39.34091,-76.67720,2
39.23388,-76.59687,5
39.30934,-76.62302,1
39.26303,-76.64212,5
39.29650,-76.62263,1
39.27189,-76.54826,0
39.27189,-76.54826,0
39.25105,-76.63166,5
39.33666,-76.69187,2
39.29242,-76.57040,0
39.30039,-76.67009,4
39.32327,-76.59937,1
39.28928,-76.65207,4
39.29927,-76.64159,4
39.31531,-76.57548,0
39.24142,-76.62581,5
39.28328,-76.64163,4
39.27907,-76.63745,4
39.28038,-76.57489,0
39.35997,-76.58148,3
39.28736,-76.60246,1
39.31097,-76.61932,1
39.29635,-76.61557,1
39.23556,-76.60818,5
39.28973,-76.61088,1
39.29912,-76.64757,4
39.28486,-76.59911,1
39.33320,-76.60022,3
39.27286,-76.59074,0
39.32468,-76.66556,2
39.34741,-76.67614,2
39.35434,-76.58994,3
39.27796,-76.54553,0
39.28097,-76.64481,4
39.31583,-76.59280,1
39.32649,-76.70682,2
39.32649,-76.70682,2
39.32104,-76.65453,4
39.31740,-76.56086,0
39.31461,-76.63733,1
39.28868,-76.60178,1
39.25467,-76.64550,5
39.28350,-76.65570,4
39.28350,-76.65570,4
39.32211,-76.61731,1
39.36856,-76.59073,3
39.30538,-76.66551,4
39.29063,-76.62946,1
39.34550,-76.56215,3
39.29775,-76.58587,0
39.35075,-76.69467,2
39.36278,-76.55237,3
39.29734,-76.62485,1
39.30225,-76.63021,1
39.29344,-76.58193,0
39.25475,-76.65135,5
39.29344,-76.58193,0
39.33312,-76.63283,1
39.31348,-76.66487,4
39.34087,-76.59700,3
39.29496,-76.56771,0
39.33226,-76.66108,2
39.32157,-76.68422,2
39.29869,-76.58874,0
39.32674,-76.54990,3
39.32383,-76.59417,1
39.28531,-76.62900,1
39.31818,-76.54858,0
39.29369,-76.56953,0
39.25731,-76.64422,5
39.30839,-76.63652,1
39.32210,-76.54811,0
39.29839,-76.57515,0
39.29447,-76.66492,4
39.30411,-76.54081,0
39.30139,-76.58107,0
39.30901,-76.61026,1
39.29394,-76.62124,1
39.28290,-76.67564,4
39.33362,-76.55818,3
39.30261,-76.63958,4
39.31192,-76.60024,1
39.29442,-76.58104,0
39.33022,-76.66271,2
39.29979,-76.67036,4
39.28622,-76.57684,0
39.34226,-76.56816,3
39.27720,-76.66373,4
39.29510,-76.61485,1
39.31868,-76.65399,4
39.27350,-76.69998,4
39.31033,-76.64277,4
39.31196,-76.59922,1
39.28755,-76.61950,1
39.36268,-76.66652,2
39.37015,-76.54604,3
39.28729,-76.64407,4
39.34148,-76.57107,3
39.31206,-76.67684,4
39.35236,-76.59825,3
39.29254,-76.61350,1
39.30680,-76.63907,1
39.33663,-76.66621,2
39.29907,-76.57578,0
39.30063,-76.62690,1
39.36107,-76.67648,2
39.23213,-76.59060,5
39.22946,-76.60330,5
39.28324,-76.59315,0
39.35339,-76.59024,3
39.32988,-76.63009,1
39.32546,-76.66925,2
39.34336,-76.68015,2
39.34782,-76.58727,3
39.29312,-76.58262,0
39.28000,-76.65305,4
39.31577,-76.59979,1
39.31577,-76.59979,1
39.27851,-76.66649,4
39.33065,-76.65987,2
39.29737,-76.61995,1
39.28973,-76.61022,1
39.31577,-76.59979,1
39.31577,-76.59979,1
39.34412,-76.68366,2
39.23542,-76.60102,5
39.32172,-76.69285,2
39.34767,-76.57353,3
39.30414,-76.59922,1
39.31679,-76.59533,1
39.29529,-76.59129,0
39.29486,-76.58208,0
39.31432,-76.58461,0
39.29785,-76.63035,1
39.30331,-76.54353,0
39.28829,-76.62367,1
39.32243,-76.57261,3
39.32074,-76.57251,0
39.29585,-76.57583,0
39.31634,-76.56265,0
39.29529,-76.59129,0
39.27807,-76.65886,4
39.36170,-76.67462,2
39.32707,-76.70261,2
39.30051,-76.59494,1
39.30133,-76.71002,4
39.31182,-76.60113,1
39.35670,-76.70190,2
39.32045,-76.59345,1
39.29246,-76.63400,1
39.22742,-76.60206,5
39.31176,-76.61495,1
39.31176,-76.61495,1
39.34598,-76.54054,3
39.30192,-76.66894,4
39.31038,-76.60246,1
39.34422,-76.68115,2
39.35665,-76.54101,3
39.28771,-76.63534,4
39.26565,-76.65051,4
39.25327,-76.62444,5
39.31106,-76.67294,4
39.36217,-76.61725,3
39.31090,-76.67542,4
39.31090,-76.67542,4
39.31340,-76.63682,1
39.28988,-76.65050,4
39.28988,-76.65050,4
39.29639,-76.67291,4
39.27599,-76.63473,4
39.29481,-76.57081,0
39.35627,-76.59158,3
39.28760,-76.59457,0
39.33141,-76.53404,3
39.33141,-76.53404,3
39.28981,-76.60882,1
39.30478,-76.58259,0
39.30944,-76.58505,0
39.28107,-76.63680,4
39.36105,-76.55193,3
39.28920,-76.60236,1
39.34253,-76.62690,1
39.32504,-76.60517,1
39.28260,-76.56632,0
39.28930,-76.59292,0
39.34316,-76.54272,3
39.27570,-76.61425,5
39.34316,-76.54272,3
39.31977,-76.65439,4
39.29529,-76.59129,0
39.29996,-76.58029,0
39.31977,-76.65439,4
39.29658,-76.58631,0
39.36377,-76.59206,3
39.29108,-76.59178,0
39.29883,-76.61042,1
39.27408,-76.62769,5
39.24765,-76.64017,5
39.31338,-76.61674,1
39.32041,-76.70968,2
39.28641,-76.61779,1
39.29946,-76.58018,0
39.34077,-76.69235,2
39.30905,-76.66605,4
39.33302,-76.70073,2
39.34836,-76.56484,3
39.32026,-76.67581,2
39.32660,-76.54824,3
39.28890,-76.61278,1
39.28593,-76.67363,4
39.31246,-76.68761,2
39.36513,-76.61292,3
39.34073,-76.67733,2
39.29181,-76.61532,1
39.33787,-76.57600,3
39.26390,-76.53060,0
39.34140,-76.60955,3
39.31326,-76.62052,1
39.30415,-76.60930,1
39.33845,-76.66191,2
39.31223,-76.59220,1
39.25137,-76.61498,5
39.23775,-76.61142,5
39.30809,-76.55160,0
39.33054,-76.69778,2
39.29286,-76.63690,4
39.32281,-76.57201,3
39.32483,-76.61464,1
39.23671,-76.61309,5
39.23671,-76.61309,5
39.23055,-76.60114,5
39.34112,-76.62151,1
39.34380,-76.61377,1
39.30608,-76.55264,0
39.29848,-76.66809,4
39.34608,-76.68065,2
39.31908,-76.56642,0
39.30142,-76.64172,4
39.30940,-76.58504,0
39.25358,-76.62586,5
39.30654,-76.55898,0
39.30279,-76.54718,0
39.31279,-76.62968,1
39.29867,-76.58565,0
39.29005,-76.56453,0
39.33571,-76.66035,2
39.29073,-76.67455,4
39.36531,-76.60930,3
39.34084,-76.69612,2
39.29719,-76.61031,1
39.30821,-76.58506,0
39.24775,-76.64014,5
39.30489,-76.62353,1
39.24962,-76.61809,5
39.36371,-76.60109,3
39.30183,-76.58345,0
39.33208,-76.67986,2
39.33272,-76.64998,2
39.33818,-76.55443,3
39.28956,-76.61940,1
39.28028,-76.69538,4
39.31196,-76.59922,1
39.29943,-76.57876,0
39.28169,-76.56303,0
39.32901,-76.56443,3
39.32901,-76.56443,3
39.33351,-76.60552,1
39.32317,-76.59639,1
39.32317,-76.59639,1
39.30821,-76.58284,0
39.25356,-76.62598,5
39.33633,-76.63809,1
39.31673,-76.60950,1
39.30341,-76.59789,1
39.33085,-76.63497,1
39.31701,-76.57671,0
39.35911,-76.59686,3
39.31665,-76.59543,1
39.25358,-76.62586,5
39.28583,-76.67245,4
39.31975,-76.61438,1
39.28624,-76.64455,4
39.30776,-76.65133,4
39.31746,-76.60703,1
39.30604,-76.66418,4
39.34797,-76.67770,2
39.31323,-76.61670,1
39.31323,-76.61670,1
39.31323,-76.61670,1
39.31378,-76.63135,1
39.27513,-76.62466,5
39.27513,-76.62466,5
39.30897,-76.56233,0
39.28602,-76.62910,1
39.24954,-76.62158,5
39.30001,-76.57891,0
39.22185,-76.59651,5
39.27286,-76.59074,0
39.30005,-76.57910,0
39.31630,-76.60951,1
39.31622,-76.64614,4
39.29614,-76.58067,0
39.28653,-76.61355,1
39.34092,-76.62539,1
39.27078,-76.59875,5
39.27286,-76.59074,0
39.31470,-76.63807,1
39.33446,-76.69742,2
39.32727,-76.58797,3
39.28483,-76.58741,0
39.35994,-76.60997,3
39.26445,-76.65013,4
39.36159,-76.66415,2
39.32341,-76.56902,3
39.36073,-76.59347,3
